Threat Category,Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels
DDoS,Lazarus Group,Web,North Korea,0.81,1,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing
Malware,APT-28,Network,Global,0.6,4,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Anonymous,Web,Russia,0.79,5,Patch Vulnerability,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
Malware,Unknown,Web,Russia,0.56,4,Increase Web Security,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
DDoS,Unknown,Email,USA,0.67,1,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
Phishing,Lazarus Group,Email,USA,0.89,5,Increase Web Security,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
Malware,Anonymous,Email,Global,0.72,4,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
Phishing,APT-28,Email,Global,0.81,4,Patch Vulnerability,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
DDoS,Lazarus Group,Web,Germany,0.82,5,Increase Web Security,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Malware,APT-28,Email,USA,0.92,1,Monitor for Phishing,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware
Phishing,Unknown,Email,Germany,0.66,4,Increase Web Security,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
DDoS,APT-28,Email,North Korea,0.84,3,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
Phishing,APT-28,Email,Germany,0.98,5,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Lazarus Group,Web,Russia,0.87,2,Increase Web Security,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,APT-28,Email,Germany,0.74,2,Quarantine,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware
Ransomware,Lazarus Group,Web,Global,0.82,1,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
DDoS,Unknown,Network,North Korea,0.87,3,Patch Vulnerability,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Ransomware
Ransomware,Lazarus Group,Web,Russia,0.81,4,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
DDoS,Lazarus Group,Web,Germany,0.51,2,Monitor for Phishing,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware
Ransomware,Anonymous,Email,North Korea,0.6,1,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Phishing,APT-28,Network,North Korea,0.91,3,Monitor for Phishing,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Malware
DDoS,Unknown,Network,Russia,0.64,3,Quarantine,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Lazarus Group,Network,Germany,0.87,1,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware
Phishing,Unknown,Network,North Korea,0.69,1,Increase Web Security,3,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
DDoS,Anonymous,Web,North Korea,0.76,4,Monitor for Phishing,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
DDoS,APT-28,Network,USA,0.53,1,Monitor for Phishing,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS
Ransomware,Lazarus Group,Web,North Korea,0.59,4,Monitor for Phishing,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
DDoS,APT-28,Web,USA,0.98,4,Increase Web Security,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
Malware,Anonymous,Web,Germany,0.95,5,Monitor for Phishing,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware
Phishing,Anonymous,Network,Germany,0.83,3,Increase Web Security,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS
Ransomware,Unknown,Email,Germany,0.73,3,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware
Ransomware,Lazarus Group,Email,Global,0.84,3,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Malware,Unknown,Network,Germany,0.81,5,Patch Vulnerability,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
Phishing,Anonymous,Email,North Korea,0.78,4,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
Phishing,APT-28,Email,Russia,0.53,4,Increase Web Security,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Ransomware,Unknown,Web,USA,0.82,1,Monitor for Phishing,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS
DDoS,Unknown,Web,Global,0.88,5,Monitor for Phishing,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware
Ransomware,APT-28,Network,Germany,1,1,Monitor for Phishing,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
Phishing,Unknown,Network,Germany,0.51,5,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
Malware,APT-28,Email,Russia,0.87,1,Quarantine,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware
Ransomware,Lazarus Group,Web,Russia,0.79,2,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS
Phishing,APT-28,Network,Global,0.72,3,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
Ransomware,Lazarus Group,Network,USA,0.56,3,Increase Web Security,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
DDoS,APT-28,Network,Germany,0.7,4,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
Ransomware,Anonymous,Network,Global,0.68,2,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
Ransomware,Anonymous,Network,North Korea,0.65,3,Patch Vulnerability,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
Phishing,Lazarus Group,Network,North Korea,0.87,4,Increase Web Security,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware
Phishing,Lazarus Group,Email,Global,0.85,2,Increase Web Security,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
Phishing,Anonymous,Web,Germany,0.79,3,Monitor for Phishing,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing
Ransomware,Lazarus Group,Web,Global,0.97,1,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
DDoS,APT-28,Network,Germany,0.67,5,Patch Vulnerability,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS
Malware,APT-28,Web,Russia,0.62,2,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
Malware,Anonymous,Web,Global,0.83,4,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
Phishing,Unknown,Web,Germany,0.6,2,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Phishing,APT-28,Network,Global,0.66,4,Patch Vulnerability,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Ransomware,Lazarus Group,Network,Global,0.61,2,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware
Malware,Unknown,Web,Germany,0.53,4,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware
Phishing,Unknown,Web,Germany,0.91,3,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS
DDoS,APT-28,Network,USA,0.63,1,Monitor for Phishing,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
DDoS,APT-28,Email,Global,0.74,3,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Phishing,Unknown,Web,North Korea,0.52,1,Patch Vulnerability,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Unknown,Email,Global,0.85,3,Increase Web Security,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Malware,Anonymous,Web,Global,0.67,3,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware
Malware,Lazarus Group,Email,Germany,0.87,2,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware
Ransomware,Anonymous,Email,Global,0.71,5,Quarantine,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware
Malware,APT-28,Email,Global,0.6,4,Quarantine,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware
DDoS,Anonymous,Network,North Korea,0.76,4,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
DDoS,Anonymous,Email,Germany,0.57,4,Quarantine,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing
Phishing,Anonymous,Email,Global,0.72,1,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
Malware,Anonymous,Email,Russia,0.66,4,Monitor for Phishing,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Ransomware,Lazarus Group,Web,USA,0.96,4,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
DDoS,Lazarus Group,Email,North Korea,0.53,2,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
DDoS,Unknown,Web,Global,0.85,3,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Ransomware,APT-28,Email,Russia,0.59,4,Monitor for Phishing,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
Ransomware,Anonymous,Email,Global,0.66,5,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
DDoS,Unknown,Network,Global,0.71,4,Increase Web Security,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware
DDoS,Unknown,Web,Germany,0.95,1,Increase Web Security,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
Ransomware,Unknown,Email,Germany,0.62,1,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Ransomware
DDoS,Lazarus Group,Web,Germany,0.55,1,Monitor for Phishing,2,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
Phishing,Anonymous,Web,Russia,0.66,4,Patch Vulnerability,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware
Phishing,Anonymous,Network,Global,0.55,2,Quarantine,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware
Ransomware,APT-28,Network,USA,0.56,5,Quarantine,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
Malware,Anonymous,Network,North Korea,0.79,4,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware
Ransomware,Anonymous,Network,Germany,0.53,2,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware
Ransomware,Unknown,Network,Germany,0.52,2,Patch Vulnerability,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware
Malware,APT-28,Network,Global,0.86,4,Quarantine,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware
Malware,Anonymous,Network,Global,0.68,4,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware
Malware,Lazarus Group,Network,Russia,0.56,2,Quarantine,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Anonymous,Email,Russia,0.63,2,Quarantine,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
DDoS,Unknown,Web,Germany,0.82,2,Quarantine,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing
Phishing,Lazarus Group,Network,Global,0.64,4,Monitor for Phishing,2,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware
DDoS,Unknown,Network,USA,0.75,2,Quarantine,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Phishing,Anonymous,Web,North Korea,0.56,1,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware
DDoS,Lazarus Group,Email,Global,0.79,4,Quarantine,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS
Phishing,APT-28,Web,Global,0.66,1,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
Malware,APT-28,Web,Russia,0.81,3,Monitor for Phishing,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Lazarus Group,Network,North Korea,0.9,4,Increase Web Security,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
Phishing,Lazarus Group,Web,Germany,0.81,3,Monitor for Phishing,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
DDoS,Unknown,Web,Global,0.65,2,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
Malware,Lazarus Group,Network,Germany,0.63,2,Increase Web Security,4,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing
Phishing,Unknown,Network,Global,0.66,5,Patch Vulnerability,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware
Phishing,Anonymous,Network,Germany,0.58,2,Quarantine,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS
Malware,Unknown,Network,North Korea,0.59,3,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
Phishing,Lazarus Group,Web,Russia,0.9,2,Patch Vulnerability,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
Ransomware,Lazarus Group,Web,North Korea,0.69,4,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Anonymous,Email,USA,0.72,2,Patch Vulnerability,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Lazarus Group,Email,Russia,0.8,5,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Ransomware,Lazarus Group,Web,North Korea,0.79,2,Increase Web Security,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Malware,APT-28,Email,USA,0.53,3,Monitor for Phishing,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Malware
Phishing,APT-28,Web,Global,0.92,3,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
Malware,Anonymous,Email,Global,0.59,2,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Ransomware
Phishing,Unknown,Network,Germany,0.86,3,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
Phishing,APT-28,Email,Russia,0.89,3,Monitor for Phishing,3,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
DDoS,Unknown,Network,Global,0.86,5,Increase Web Security,5,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS
Phishing,Lazarus Group,Network,Russia,0.79,4,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Malware,APT-28,Network,Global,0.51,5,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Ransomware,Anonymous,Network,Germany,0.68,1,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing
Phishing,Anonymous,Email,North Korea,0.8,5,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
DDoS,Anonymous,Web,Germany,0.69,2,Increase Web Security,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
Malware,APT-28,Network,USA,0.93,4,Increase Web Security,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
Phishing,Unknown,Email,Global,0.65,2,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
Malware,Lazarus Group,Network,USA,0.65,1,Increase Web Security,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS
DDoS,Unknown,Email,USA,0.63,4,Monitor for Phishing,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
DDoS,Unknown,Email,Russia,0.67,3,Patch Vulnerability,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Malware,Lazarus Group,Email,Global,0.78,5,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS
Phishing,Lazarus Group,Web,USA,0.85,2,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
Ransomware,APT-28,Email,North Korea,0.83,1,Increase Web Security,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
DDoS,APT-28,Email,USA,0.9,3,Patch Vulnerability,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
Phishing,APT-28,Web,North Korea,0.94,5,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Phishing,APT-28,Web,Russia,0.91,3,Quarantine,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Malware
Ransomware,APT-28,Email,USA,0.51,5,Quarantine,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware
DDoS,Lazarus Group,Web,Germany,0.87,4,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
DDoS,Unknown,Network,Russia,0.6,3,Increase Web Security,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS
Phishing,APT-28,Network,North Korea,0.57,3,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
Phishing,APT-28,Web,Russia,0.82,3,Quarantine,3,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
Ransomware,Unknown,Web,USA,0.66,4,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Ransomware,APT-28,Email,Global,0.53,1,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS
DDoS,Unknown,Web,Global,0.57,5,Monitor for Phishing,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Malware,Unknown,Email,North Korea,0.5,3,Increase Web Security,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware
DDoS,Lazarus Group,Network,North Korea,0.95,4,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Anonymous,Web,Global,0.51,1,Quarantine,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Lazarus Group,Email,North Korea,0.6,5,Increase Web Security,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
Malware,Anonymous,Email,Russia,0.71,4,Monitor for Phishing,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Ransomware,Anonymous,Network,Germany,0.68,5,Monitor for Phishing,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware
Malware,Anonymous,Web,Germany,0.96,3,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Malware,APT-28,Network,Russia,0.52,1,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS
Malware,Lazarus Group,Email,Germany,0.76,4,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
Ransomware,Anonymous,Email,USA,0.84,1,Increase Web Security,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware
Malware,Unknown,Web,Russia,0.97,3,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
Malware,APT-28,Email,North Korea,0.81,1,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
Malware,Lazarus Group,Web,Russia,0.9,1,Quarantine,1,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
Phishing,Anonymous,Network,Global,0.54,2,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware
Malware,Unknown,Web,North Korea,0.69,1,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
Ransomware,Lazarus Group,Web,Global,0.69,5,Increase Web Security,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
Malware,Lazarus Group,Email,North Korea,0.94,4,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
Malware,APT-28,Email,Germany,0.58,2,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS
Ransomware,Lazarus Group,Web,Russia,0.58,4,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",DDoS
Malware,APT-28,Email,USA,0.66,4,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Anonymous,Email,North Korea,0.53,3,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
Malware,APT-28,Email,North Korea,0.59,3,Monitor for Phishing,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
Ransomware,Unknown,Web,Global,0.98,2,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Malware,APT-28,Email,Germany,0.71,3,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
Malware,Unknown,Web,Global,0.82,3,Monitor for Phishing,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
Phishing,APT-28,Email,Global,0.86,3,Patch Vulnerability,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
